name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes
Stephanie Webber,2,2,0,167.64,61.23,182.88,Unknown,1900-01-01,0.91,80.0,3.85,15.0,6.79,40.0,0.0,0.0
Bob Cook,5,0,0,175.26,77.11,182.88,Orthodox,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Enlund,14,2,0,177.8,65.77,182.88,Orthodox,1987-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davi Bittencourt,14,4,0,165.1,61.23,165.1,Orthodox,1994-10-12,4.15,66.0,1.51,46.0,14.15,33.0,0.0,0.0
Francimar Barroso,19,7,0,185.42,92.99,190.5,Orthodox,1980-02-28,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0
Abubakar Nurmagomedov,17,4,1,180.34,77.11,182.88,Orthodox,1989-11-13,2.78,53.0,2.61,65.0,1.25,22.0,88.0,0.0
Kerry Schall,24,13,0,187.96,120.2,182.88,Orthodox,1971-08-09,0.94,11.0,4.84,63.0,0.0,0.0,0.0,0.0
Eddie Ruiz,1,1,0,170.18,70.31,182.88,Orthodox,1967-06-10,0.2,25.0,1.4,47.0,2.0,12.0,0.0,0.0
Justin Gaethje,25,4,0,180.34,70.31,177.8,Orthodox,1988-11-14,7.35,60.0,7.5,53.0,0.13,25.0,75.0,0.0
Daniel Acacio,30,18,0,172.72,81.65,182.88,Orthodox,1977-12-27,3.52,36.0,2.85,62.0,0.33,20.0,81.0,0.0
Greg Rebello,24,8,0,182.88,108.86,185.42,Southpaw,1982-06-13,2.61,39.0,2.92,58.0,0.0,0.0,0.0,0.0
Andrey Koreshkov,19,2,0,182.88,77.11,182.88,Unknown,1900-01-01,2.84,39.0,1.92,63.0,4.8,53.0,0.0,0.0
Erik Silva,9,2,0,175.26,65.77,180.34,Orthodox,1987-03-16,2.17,71.0,1.58,40.0,3.94,80.0,71.0,0.0
Geza Kalman,4,9,0,185.42,90.72,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Gannon,2,1,0,190.5,120.2,182.88,Southpaw,1900-01-01,0.0,0.0,6.38,28.0,0.0,0.0,50.0,0.0
Dustin Moore,0,2,0,162.56,56.7,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jennifer Gonzalez,13,5,0,157.48,56.7,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan MacDonald,10,2,0,180.34,61.23,180.34,Switch,1993-03-18,2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0
Izabela Badurek,6,3,0,165.1,52.16,182.88,Orthodox,1991-07-11,3.74,71.0,4.9,32.0,1.75,12.0,100.0,0.0
Alavutdin Gadjiev,18,13,1,187.96,83.91,182.88,Orthodox,1982-06-23,0.99,27.0,0.99,57.0,0.0,0.0,50.0,0.0
Zviad Lazishvili,13,1,0,167.64,61.23,175.26,Orthodox,1991-10-25,4.2,39.0,6.13,51.0,0.0,0.0,0.0,0.0
Scott McAfee,14,7,0,172.72,70.31,182.88,Orthodox,1983-08-23,0.0,0.0,1.33,50.0,0.0,0.0,0.0,0.0
Cameron Smotherman,8,4,0,175.26,61.23,175.26,Orthodox,1997-09-17,4.0,36.0,13.0,35.0,0.0,0.0,0.0,0.0
Rafael Carvalho,14,1,0,190.5,83.91,182.88,Unknown,1900-01-01,1.94,50.0,1.84,54.0,2.77,40.0,70.0,0.0
Chris Hofmann,9,2,0,182.88,77.11,182.88,Orthodox,1989-11-18,4.78,45.0,4.63,35.0,3.42,42.0,0.0,0.0
Jaimelene Nievera,7,4,0,165.1,56.7,182.88,Orthodox,1984-10-28,1.67,53.0,8.73,33.0,1.79,16.0,0.0,0.0
Brandon Magana,6,2,0,,77.11,182.88,Orthodox,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaime Alvarez,6,1,0,172.72,56.7,175.26,Orthodox,1988-03-08,2.73,40.0,4.53,56.0,1.0,33.0,50.0,0.0
Emanuel Newton,26,12,1,185.42,92.99,182.88,Unknown,1900-01-01,1.92,49.0,1.35,51.0,2.02,100.0,0.0,0.0
Gary Mangat,15,3,0,170.18,61.23,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shonte Barnes,6,2,1,180.34,83.91,193.04,Southpaw,1987-02-09,2.32,38.0,1.55,67.0,0.0,0.0,60.0,0.0
Jesse Juarez,23,12,0,185.42,77.11,182.88,Orthodox,1981-05-08,1.71,48.0,2.87,52.0,2.69,33.0,50.0,0.0
Brendon Marotte,8,2,0,175.26,70.31,177.8,Orthodox,1996-01-12,3.0,100.0,42.0,33.0,0.0,0.0,0.0,0.0
Yuji Nagata,0,2,0,182.88,102.06,182.88,Orthodox,1968-04-24,1.45,40.0,14.46,4.0,0.0,0.0,0.0,0.0
Alton Cunningham,4,2,0,187.96,92.99,195.58,Orthodox,1993-06-24,3.33,75.0,4.94,20.0,1.67,10.0,100.0,0.0
Nikolay Veretennikov,9,4,0,185.42,77.11,187.96,Orthodox,1989-12-22,3.47,65.0,3.53,56.0,0.0,0.0,50.0,0.0
Chad Johnson,6,2,0,187.96,104.33,203.2,Orthodox,1986-07-22,5.92,68.0,7.8,40.0,0.0,0.0,0.0,0.0
Marcus Brimage,7,7,0,162.56,61.23,180.34,Southpaw,1985-04-06,3.97,35.0,3.64,56.0,0.56,100.0,80.0,0.0
Jared Papazian,20,13,0,172.72,61.23,170.18,Southpaw,1988-02-01,3.33,39.0,3.81,44.0,0.0,0.0,50.0,0.0
